19:46:53 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
19:46:53 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - WebDriverManager: chromedriver setup OK
19:46:54 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - ChromeDriver initialized successfully for thread: 36
19:46:55 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Opening amazon Landing page
19:46:55 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Within safeFindElement method
19:47:00 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
19:47:03 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53]Refrehsing the page , while trying to safely find : ->By.xpath: //a[@id='nav-logo-sprites']
19:47:03 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //a[@id='nav-logo-sprites']]
19:47:05 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Giving input within the search bar
19:47:05 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Within safeClick method
19:47:08 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Clicked the  [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
19:47:08 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Clicking on the submit in the search bar
19:47:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Waiting until element is visible in viewport
19:47:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Within validateDeliveryFilterOptionsWithResult method
19:47:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Within safeClick method
19:47:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Clicked the  [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It Today']]   using safeClick
19:47:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Within getMoreButtonByFilterTypeAndName method
19:47:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It Today']
19:47:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Within safeFindElements 
19:47:10 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Returning the  [[[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (f715dcbf2bc4e366f04b7f70b5fdf964)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
19:47:10 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
19:47:10 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] this is the set  [13, Jun, Today, 14, FREE delivery, Sat, Sun, Tomorrow]
19:47:10 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:47:10 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:47:10 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:47:10 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:47:10 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:47:10 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:47:10 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53 - [verifyingGetItByTodayFilterFunctionality_Laptop_19-46-53] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
