20:49:54 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
20:49:54 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - WebDriverManager: chromedriver setup OK
20:49:55 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - ChromeDriver initialized successfully for thread: 36
20:49:56 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Opening amazon Landing page
20:49:57 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Within safeFindElement method
20:50:02 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
20:50:03 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54]Refrehsing the page , while trying to safely find : ->By.xpath: //a[@id='nav-logo-sprites']
20:50:04 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //a[@id='nav-logo-sprites']]
20:50:05 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Giving input within the search bar
20:50:05 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Within safeClick method
20:50:07 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Clicked the  [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
20:50:07 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Clicking on the submit in the search bar
20:50:08 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Waiting until element is visible in viewport
20:50:08 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Within validateDeliveryFilterOptionsWithResult method
20:50:08 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Within safeClick method
20:50:08 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Clicked the  [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It Today']]   using safeClick
20:50:08 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Within getMoreButtonByFilterTypeAndName method
20:50:08 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It Today']
20:50:08 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Within safeFindElements 
20:50:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Returning the  [[[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (265a65b9365755c61d3c79bf82b62203)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
20:50:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
20:50:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] this is the set  [Today, May, FREE delivery, 29, Sat, Fri, 30, Tomorrow]
20:50:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:50:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:50:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:50:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:50:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
20:50:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
20:50:09 [TestNG-test-Test-3] INFO  verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54 - [verifyingGetItByTodayFilterFunctionality_Tablet_20-49-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
